,n_viajes
2021-04-22 03:00:00,11.234
2021-04-22 04:00:00,30.945999999999998
2021-04-22 05:00:00,116.986
2021-04-22 06:00:00,335.657
2021-04-22 07:00:00,478.031
2021-04-22 08:00:00,477.39300000000003
2021-04-22 09:00:00,332.68
2021-04-22 10:00:00,348.009
2021-04-22 11:00:00,270.352
2021-04-22 12:00:00,397.878
2021-04-22 13:00:00,398.079
2021-04-22 14:00:00,572.959
2021-04-22 15:00:00,351.691
2021-04-22 16:00:00,400.972
2021-04-22 17:00:00,335.816
2021-04-22 18:00:00,378.092
2021-04-22 19:00:00,253.117
2021-04-22 20:00:00,173.016
2021-04-22 21:00:00,230.107
2021-04-22 22:00:00,100.721
2021-04-22 23:00:00,28.698
2021-04-23 00:00:00,60.152
2021-04-23 01:00:00,32.44
2021-04-23 02:00:00,21.769
2021-04-23 03:00:00,44.025
2021-04-23 04:00:00,42.297
2021-04-23 05:00:00,89.79599999999999
2021-04-23 06:00:00,251.032
2021-04-23 07:00:00,524.157
2021-04-23 08:00:00,453.57599999999996
2021-04-23 09:00:00,302.55
2021-04-23 10:00:00,375.772
2021-04-23 11:00:00,314.506
2021-04-23 12:00:00,378.34499999999997
2021-04-23 13:00:00,461.98199999999997
2021-04-23 14:00:00,353.287
2021-04-23 15:00:00,434.669
2021-04-23 16:00:00,436.79699999999997
2021-04-23 17:00:00,327.282
2021-04-23 18:00:00,361.764
2021-04-23 19:00:00,324.097
2021-04-23 20:00:00,214.386
2021-04-23 21:00:00,155.726
2021-04-23 22:00:00,100.067
2021-04-23 23:00:00,38.713
2021-04-24 00:00:00,89.44800000000001
2021-04-24 01:00:00,5.705
2021-04-24 02:00:00,34.247
2021-04-24 03:00:00,
2021-04-24 04:00:00,51.952999999999996
2021-04-24 05:00:00,47.476
2021-04-24 06:00:00,57.035999999999994
2021-04-24 07:00:00,139.377
2021-04-24 08:00:00,226.775
2021-04-24 09:00:00,201.173
2021-04-24 10:00:00,320.93
2021-04-24 11:00:00,355.021
2021-04-24 12:00:00,366.244
2021-04-24 13:00:00,448.867
2021-04-24 14:00:00,382.027
2021-04-24 15:00:00,284.935
2021-04-24 16:00:00,333.902
2021-04-24 17:00:00,317.985
2021-04-24 18:00:00,346.724
2021-04-24 19:00:00,268.816
2021-04-24 20:00:00,317.003
2021-04-24 21:00:00,99.999
2021-04-24 22:00:00,70.94800000000001
2021-04-24 23:00:00,10.628
2021-04-25 00:00:00,37.936
2021-04-25 01:00:00,45.515
2021-04-25 02:00:00,16.329
2021-04-25 03:00:00,
2021-04-25 04:00:00,14.128
2021-04-25 05:00:00,13.864
2021-04-25 06:00:00,42.784
2021-04-25 07:00:00,29.114
2021-04-25 08:00:00,109.69800000000001
2021-04-25 09:00:00,74.642
2021-04-25 10:00:00,113.036
2021-04-25 11:00:00,200.209
2021-04-25 12:00:00,232.988
2021-04-25 13:00:00,270.07
2021-04-25 14:00:00,221.463
2021-04-25 15:00:00,258.207
2021-04-25 16:00:00,221.718
2021-04-25 17:00:00,270.37
2021-04-25 18:00:00,344.305
2021-04-25 19:00:00,301.622
2021-04-25 20:00:00,137.04
2021-04-25 21:00:00,110.511
2021-04-25 22:00:00,77.068
2021-04-25 23:00:00,19.138
2021-04-26 00:00:00,37.452
2021-04-26 01:00:00,11.309000000000001
2021-04-26 02:00:00,5.281
2021-04-26 03:00:00,24.983
2021-04-26 04:00:00,66.703
2021-04-26 05:00:00,180.403
2021-04-26 06:00:00,289.249
2021-04-26 07:00:00,594.371
2021-04-26 08:00:00,457.12
2021-04-26 09:00:00,338.967
2021-04-26 10:00:00,352.75100000000003
2021-04-26 11:00:00,404.157
2021-04-26 12:00:00,364.82099999999997
2021-04-26 13:00:00,291.39
2021-04-26 14:00:00,424.443
2021-04-26 15:00:00,425.54200000000003
2021-04-26 16:00:00,471.029
2021-04-26 17:00:00,503.058
2021-04-26 18:00:00,397.924
2021-04-26 19:00:00,199.219
2021-04-26 20:00:00,161.639
2021-04-26 21:00:00,113.609
2021-04-26 22:00:00,43.595
2021-04-26 23:00:00,33.961
2021-04-27 00:00:00,43.54
2021-04-27 01:00:00,43.829
2021-04-27 02:00:00,75.086
2021-04-27 03:00:00,82.68900000000001
2021-04-27 04:00:00,39.103
2021-04-27 05:00:00,120.906
2021-04-27 06:00:00,259.04200000000003
2021-04-27 07:00:00,516.14
2021-04-27 08:00:00,523.962
2021-04-27 09:00:00,358.303
2021-04-27 10:00:00,274.944
2021-04-27 11:00:00,449.807
2021-04-27 12:00:00,326.717
2021-04-27 13:00:00,459.987
2021-04-27 14:00:00,502.288
2021-04-27 15:00:00,502.936
2021-04-27 16:00:00,449.108
2021-04-27 17:00:00,410.988
2021-04-27 18:00:00,371.034
2021-04-27 19:00:00,297.802
2021-04-27 20:00:00,217.745
2021-04-27 21:00:00,114.302
2021-04-27 22:00:00,93.876
2021-04-27 23:00:00,42.202
2021-04-28 00:00:00,21.523
2021-04-28 01:00:00,22.087
2021-04-28 02:00:00,34.958999999999996
2021-04-28 03:00:00,30.817999999999998
2021-04-28 04:00:00,125.184
2021-04-28 05:00:00,109.281
2021-04-28 06:00:00,229.46
2021-04-28 07:00:00,514.13
2021-04-28 08:00:00,399.282
2021-04-28 09:00:00,313.01
2021-04-28 10:00:00,239.18200000000002
2021-04-28 11:00:00,459.154
2021-04-28 12:00:00,441.901
2021-04-28 13:00:00,405.73900000000003
2021-04-28 14:00:00,479.62
2021-04-28 15:00:00,475.78700000000003
2021-04-28 16:00:00,456.205
2021-04-28 17:00:00,390.069
2021-04-28 18:00:00,281.743
2021-04-28 19:00:00,233.568
2021-04-28 20:00:00,267.283
2021-04-28 21:00:00,144.68800000000002
2021-04-28 22:00:00,89.476
2021-04-28 23:00:00,33.339
2021-04-29 00:00:00,27.044999999999998
2021-04-29 01:00:00,30.776999999999997
2021-04-29 02:00:00,54.481
2021-04-29 03:00:00,59.042
2021-04-29 04:00:00,50.215
2021-04-29 05:00:00,176.64
2021-04-29 06:00:00,226.09199999999998
2021-04-29 07:00:00,505.43399999999997
2021-04-29 08:00:00,356.739
2021-04-29 09:00:00,427.207
2021-04-29 10:00:00,278.423
2021-04-29 11:00:00,411.067
2021-04-29 12:00:00,313.049
2021-04-29 13:00:00,404.391
2021-04-29 14:00:00,555.768
2021-04-29 15:00:00,608.296
2021-04-29 16:00:00,519.56
2021-04-29 17:00:00,490.113
2021-04-29 18:00:00,371.532
2021-04-29 19:00:00,245.763
2021-04-29 20:00:00,163.661
2021-04-29 21:00:00,146.423
2021-04-29 22:00:00,70.317
2021-04-29 23:00:00,36.985
2021-04-30 00:00:00,68.48
2021-04-30 01:00:00,8.831
2021-04-30 02:00:00,49.032
2021-04-30 03:00:00,41.102999999999994
2021-04-30 04:00:00,58.177
2021-04-30 05:00:00,141.353
2021-04-30 06:00:00,258.59
2021-04-30 07:00:00,443.239
2021-04-30 08:00:00,423.385
2021-04-30 09:00:00,378.429
2021-04-30 10:00:00,282.976
2021-04-30 11:00:00,368.251
2021-04-30 12:00:00,320.027
2021-04-30 13:00:00,357.272
2021-04-30 14:00:00,430.106
2021-04-30 15:00:00,538.855
2021-04-30 16:00:00,441.212
2021-04-30 17:00:00,394.054
2021-04-30 18:00:00,466.088
2021-04-30 19:00:00,234.042
2021-04-30 20:00:00,255.61599999999999
2021-04-30 21:00:00,221.117
2021-04-30 22:00:00,133.945
2021-04-30 23:00:00,42.138999999999996
2021-05-01 00:00:00,26.075
2021-05-01 01:00:00,46.742000000000004
2021-05-01 02:00:00,25.797
2021-05-01 03:00:00,45.19200000000001
2021-05-01 04:00:00,14.034
2021-05-01 05:00:00,46.787
2021-05-01 06:00:00,65.00200000000001
2021-05-01 07:00:00,108.977
2021-05-01 08:00:00,128.53
2021-05-01 09:00:00,133.935
2021-05-01 10:00:00,256.9
2021-05-01 11:00:00,237.308
2021-05-01 12:00:00,268.774
2021-05-01 13:00:00,303.383
2021-05-01 14:00:00,296.194
2021-05-01 15:00:00,304.331
2021-05-01 16:00:00,218.19
2021-05-01 17:00:00,344.464
2021-05-01 18:00:00,273.689
2021-05-01 19:00:00,322.55
2021-05-01 20:00:00,230.393
2021-05-01 21:00:00,196.305
2021-05-01 22:00:00,126.533
2021-05-01 23:00:00,7.906
2021-05-02 00:00:00,25.775
2021-05-02 01:00:00,
2021-05-02 02:00:00,20.054000000000002
2021-05-02 03:00:00,16.666
2021-05-02 04:00:00,24.450000000000003
2021-05-02 05:00:00,21.583
2021-05-02 06:00:00,48.381
2021-05-02 07:00:00,98.064
2021-05-02 08:00:00,68.254
2021-05-02 09:00:00,206.176
2021-05-02 10:00:00,184.016
2021-05-02 11:00:00,275.144
2021-05-02 12:00:00,415.818
2021-05-02 13:00:00,419.99
2021-05-02 14:00:00,302.686
2021-05-02 15:00:00,340.432
2021-05-02 16:00:00,474.868
2021-05-02 17:00:00,328.358
2021-05-02 18:00:00,514.338
2021-05-02 19:00:00,377.39799999999997
2021-05-02 20:00:00,317.642
2021-05-02 21:00:00,229.629
2021-05-02 22:00:00,131.864
2021-05-02 23:00:00,26.587999999999997
2021-05-03 00:00:00,39.781
2021-05-03 01:00:00,42.298
2021-05-03 02:00:00,22.878999999999998
2021-05-03 03:00:00,21.165
2021-05-03 04:00:00,85.82600000000001
2021-05-03 05:00:00,133.974
2021-05-03 06:00:00,263.80899999999997
2021-05-03 07:00:00,515.647
2021-05-03 08:00:00,488.254
2021-05-03 09:00:00,304.914
2021-05-03 10:00:00,320.285
2021-05-03 11:00:00,261.268
2021-05-03 12:00:00,314.262
2021-05-03 13:00:00,265.491
2021-05-03 14:00:00,468.353
2021-05-03 15:00:00,391.652
2021-05-03 16:00:00,305.342
2021-05-03 17:00:00,334.736
2021-05-03 18:00:00,405.027
2021-05-03 19:00:00,294.204
2021-05-03 20:00:00,187.124
2021-05-03 21:00:00,109.01
2021-05-03 22:00:00,89.052
2021-05-03 23:00:00,37.836
2021-05-04 00:00:00,34.055
2021-05-04 01:00:00,12.623000000000001
2021-05-04 02:00:00,31.599
2021-05-04 03:00:00,56.971
2021-05-04 04:00:00,97.761
2021-05-04 05:00:00,127.246
2021-05-04 06:00:00,319.078
2021-05-04 07:00:00,511.377
